State,District,Latitude,Longitude,District code,Population,Sex_ratio,Literacy_rate,Male_Literacy_rate,Female_Literacy_rate,SC_ratio,ST_ratio,Worker_ratio,Male_Worker_ratio,Female_Worker_ratio,Main_Worker_ratio,Marginal_Worker_ratio,Non_Worker_ratio,Hindu_ratio,Muslim_ratio,Christian_ratio,Sikh_ratio,Buddhist_ratio,Jain_ratio,Other_religion_ratio,Religion_not_stated_ratio,Households_with_electricity_ratio,Households_with_LPG_ratio,Households_with_internet_ratio,Households_with_computer_ratio,Rural_household_ratio,Urban_household_ratio,Households_with_bicycle_ratio,Households_with_car_ratio,Households_with_radio_ratio,Households_with_scooter_ratio,Households_with_tv_ratio,Households_with_phone_ratio,Below_primary_ratio,Primary_ratio,Middle_ratio,Secondary_ratio,Higher_ratio,Graduate_ratio,Other_education_ratio,Illiteracy_rate,Age_0_29_ratio,Age_30_49_ratio,Age_50_ratio,Age_not_stated_ratio,Tapwater_ratio,Handpump_ratio,Wellwater_ratio,Springwater_ratio,Riverwater_ratio,Households_with_latrine_ratio,Households_with_bathing_facility_ratio,Low_income_ratio,Middle_income_ratio,High_income_ratio,Power_Parity_Less_than_Rs_45000_ratio,Power_Parity_Rs_45000_90000_ratio,Power_Parity_Rs_90000_150000_ratio,Power_Parity_Rs_45000_150000_ratio,Power_Parity_Rs_150000_240000_ratio,Power_Parity_Rs_240000_330000_ratio,Power_Parity_Rs_150000_330000_ratio,Power_Parity_Rs_330000_425000_ratio,Power_Parity_Rs_425000_545000_ratio,Power_Parity_Rs_330000_545000_ratio,Power_Parity_Above_Rs_545000_ratio
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,934.0,69.0,75.0,64.0,5.0,28.0,41.0,57.0,23.0,80.0,20.0,59.0,89.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,64.0,33.0,4.0,9.0,44.0,56.0,32.0,6.0,21.0,28.0,40.0,47.0,10.0,23.0,12.0,13.0,7.0,8.0,2.0,24.0,53.0,29.0,18.0,1.0,52.0,16.0,1.0,0.0,0.0,44.0,51.0,5.0,47.0,14.0,5.0,18.0,29.0,47.0,9.0,9.0,19.0,6.0,9.0,15.0,14.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,922.0,69.0,74.0,63.0,2.0,53.0,44.0,58.0,28.0,78.0,22.0,56.0,92.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,66.0,28.0,2.0,6.0,53.0,47.0,24.0,5.0,10.0,26.0,38.0,49.0,11.0,20.0,11.0,14.0,8.0,6.0,2.0,27.0,55.0,28.0,15.0,1.0,24.0,38.0,6.0,0.0,1.0,34.0,47.0,7.0,52.0,10.0,7.0,25.0,27.0,52.0,8.0,8.0,16.0,6.0,10.0,16.0,10.0
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,885.0,72.0,77.0,67.0,26.0,0.0,33.0,53.0,10.0,86.0,14.0,67.0,85.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,63.0,39.0,4.0,10.0,56.0,44.0,42.0,8.0,10.0,29.0,55.0,54.0,9.0,17.0,16.0,16.0,10.0,9.0,2.0,22.0,55.0,27.0,18.0,0.0,55.0,10.0,0.0,0.0,0.0,45.0,59.0,4.0,40.0,11.0,4.0,18.0,22.0,40.0,14.0,11.0,24.0,8.0,13.0,21.0,11.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,886.0,65.0,74.0,56.0,21.0,0.0,38.0,50.0,25.0,72.0,28.0,62.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,19.0,1.0,6.0,78.0,22.0,22.0,4.0,13.0,14.0,39.0,53.0,12.0,14.0,13.0,14.0,10.0,7.0,1.0,30.0,59.0,25.0,16.0,0.0,45.0,15.0,5.0,0.0,0.0,39.0,53.0,4.0,41.0,4.0,4.0,23.0,19.0,41.0,16.0,8.0,25.0,10.0,15.0,25.0,4.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,873.0,70.0,76.0,64.0,12.0,0.0,32.0,49.0,12.0,86.0,14.0,68.0,88.0,9.0,1.0,2.0,0.0,0.0,0.0,1.0,71.0,55.0,9.0,18.0,19.0,81.0,36.0,13.0,14.0,32.0,59.0,64.0,8.0,13.0,12.0,17.0,11.0,16.0,2.0,21.0,61.0,27.0,13.0,0.0,45.0,24.0,0.0,0.0,0.0,63.0,67.0,3.0,40.0,10.0,3.0,14.0,26.0,40.0,13.0,13.0,25.0,8.0,13.0,21.0,10.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,902.0,59.0,66.0,52.0,30.0,0.0,39.0,53.0,24.0,78.0,22.0,61.0,83.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,59.0,20.0,1.0,5.0,79.0,21.0,33.0,5.0,12.0,20.0,41.0,53.0,12.0,15.0,11.0,11.0,7.0,4.0,1.0,39.0,59.0,25.0,16.0,0.0,50.0,16.0,0.0,0.0,1.0,52.0,59.0,5.0,42.0,2.0,5.0,24.0,18.0,42.0,16.0,9.0,25.0,10.0,16.0,26.0,2.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,854.0,73.0,78.0,68.0,13.0,0.0,36.0,53.0,16.0,89.0,11.0,64.0,93.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,58.0,46.0,13.0,20.0,27.0,73.0,20.0,18.0,16.0,25.0,47.0,52.0,9.0,13.0,13.0,16.0,11.0,17.0,3.0,19.0,58.0,28.0,14.0,0.0,42.0,18.0,0.0,0.0,0.0,52.0,56.0,3.0,36.0,19.0,3.0,13.0,23.0,36.0,13.0,12.0,26.0,7.0,10.0,17.0,19.0
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,872.0,64.0,72.0,55.0,23.0,0.0,40.0,52.0,25.0,77.0,23.0,60.0,98.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,62.0,24.0,2.0,7.0,66.0,34.0,32.0,5.0,14.0,20.0,44.0,57.0,12.0,14.0,12.0,13.0,9.0,7.0,1.0,32.0,58.0,26.0,15.0,0.0,48.0,17.0,3.0,0.0,1.0,51.0,60.0,5.0,42.0,3.0,5.0,23.0,19.0,42.0,16.0,9.0,25.0,10.0,16.0,26.0,3.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,862.0,71.0,78.0,62.0,18.0,0.0,34.0,49.0,17.0,75.0,25.0,66.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,24.0,2.0,7.0,73.0,27.0,24.0,5.0,14.0,18.0,44.0,50.0,11.0,13.0,14.0,18.0,12.0,7.0,1.0,24.0,57.0,26.0,17.0,0.0,46.0,13.0,2.0,0.0,0.0,43.0,53.0,4.0,40.0,12.0,4.0,19.0,21.0,40.0,14.0,10.0,24.0,8.0,13.0,21.0,12.0
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,871.0,62.0,70.0,53.0,21.0,0.0,39.0,52.0,25.0,74.0,26.0,61.0,96.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,60.0,21.0,1.0,6.0,76.0,24.0,31.0,4.0,11.0,17.0,44.0,53.0,11.0,15.0,12.0,13.0,9.0,5.0,1.0,34.0,59.0,25.0,16.0,0.0,35.0,24.0,4.0,0.0,0.0,40.0,51.0,5.0,42.0,1.0,5.0,24.0,18.0,42.0,16.0,9.0,25.0,10.0,16.0,27.0,1.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,881.0,60.0,68.0,52.0,23.0,0.0,35.0,51.0,16.0,78.0,22.0,65.0,91.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,61.0,20.0,1.0,5.0,75.0,25.0,31.0,4.0,12.0,19.0,46.0,50.0,12.0,15.0,12.0,11.0,8.0,5.0,1.0,36.0,59.0,25.0,16.0,0.0,38.0,25.0,0.0,0.0,0.0,41.0,50.0,5.0,42.0,2.0,5.0,24.0,18.0,42.0,16.0,9.0,25.0,10.0,16.0,26.0,2.0
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,887.0,65.0,71.0,58.0,23.0,0.0,34.0,52.0,15.0,80.0,20.0,66.0,89.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,62.0,33.0,3.0,7.0,68.0,32.0,34.0,6.0,9.0,25.0,50.0,50.0,11.0,16.0,13.0,13.0,9.0,7.0,1.0,30.0,59.0,25.0,16.0,0.0,54.0,12.0,0.0,0.0,0.0,50.0,56.0,4.0,41.0,5.0,4.0,22.0,20.0,41.0,16.0,9.0,25.0,9.0,15.0,25.0,5.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,888.0,67.0,73.0,61.0,22.0,0.0,35.0,53.0,15.0,85.0,15.0,65.0,83.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,59.0,31.0,3.0,8.0,70.0,30.0,37.0,7.0,11.0,25.0,49.0,50.0,10.0,16.0,13.0,13.0,9.0,8.0,1.0,29.0,57.0,26.0,17.0,0.0,52.0,9.0,0.0,0.0,0.0,47.0,52.0,4.0,40.0,9.0,4.0,19.0,21.0,40.0,15.0,9.0,24.0,9.0,14.0,22.0,9.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,895.0,68.0,78.0,57.0,17.0,0.0,37.0,48.0,24.0,63.0,37.0,63.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,17.0,1.0,5.0,83.0,17.0,20.0,3.0,10.0,17.0,33.0,50.0,10.0,15.0,14.0,15.0,10.0,7.0,1.0,27.0,57.0,25.0,17.0,0.0,40.0,15.0,2.0,0.0,0.0,28.0,42.0,4.0,41.0,8.0,4.0,21.0,19.0,41.0,16.0,8.0,24.0,9.0,14.0,23.0,8.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,873.0,72.0,77.0,67.0,18.0,0.0,38.0,55.0,18.0,86.0,14.0,62.0,87.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,63.0,42.0,11.0,20.0,43.0,57.0,26.0,18.0,17.0,30.0,54.0,56.0,9.0,14.0,12.0,14.0,10.0,16.0,2.0,23.0,55.0,28.0,17.0,0.0,61.0,3.0,0.0,0.0,0.0,47.0,57.0,3.0,37.0,16.0,3.0,14.0,24.0,37.0,13.0,12.0,25.0,7.0,11.0,18.0,16.0
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,864.0,65.0,72.0,58.0,17.0,0.0,34.0,51.0,15.0,82.0,18.0,66.0,90.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,64.0,37.0,3.0,8.0,53.0,47.0,28.0,5.0,8.0,23.0,50.0,53.0,11.0,16.0,14.0,13.0,9.0,7.0,1.0,28.0,61.0,25.0,14.0,0.0,45.0,21.0,0.0,0.0,0.0,54.0,58.0,4.0,40.0,9.0,4.0,17.0,23.0,40.0,14.0,11.0,25.0,8.0,14.0,22.0,9.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,898.0,71.0,79.0,61.0,20.0,0.0,38.0,50.0,24.0,74.0,26.0,62.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,23.0,2.0,7.0,74.0,26.0,27.0,5.0,11.0,22.0,40.0,51.0,10.0,14.0,15.0,17.0,11.0,8.0,1.0,25.0,58.0,26.0,17.0,0.0,46.0,14.0,1.0,0.0,0.0,37.0,50.0,4.0,39.0,13.0,4.0,18.0,21.0,39.0,14.0,11.0,24.0,8.0,12.0,20.0,13.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,867.0,70.0,77.0,63.0,20.0,0.0,33.0,48.0,15.0,84.0,16.0,67.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,31.0,3.0,9.0,57.0,43.0,30.0,5.0,13.0,21.0,49.0,52.0,11.0,14.0,13.0,16.0,10.0,9.0,2.0,24.0,57.0,25.0,17.0,0.0,50.0,12.0,3.0,0.0,0.0,48.0,57.0,3.0,40.0,13.0,3.0,16.0,23.0,40.0,13.0,12.0,24.0,8.0,12.0,20.0,13.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,897.0,60.0,67.0,53.0,30.0,0.0,39.0,54.0,22.0,80.0,20.0,61.0,73.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,64.0,21.0,2.0,7.0,72.0,28.0,35.0,7.0,13.0,22.0,44.0,56.0,12.0,17.0,13.0,11.0,7.0,5.0,1.0,34.0,58.0,26.0,16.0,0.0,60.0,8.0,0.0,0.0,1.0,64.0,64.0,4.0,41.0,5.0,4.0,21.0,20.0,41.0,16.0,9.0,25.0,9.0,15.0,25.0,5.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,981.0,75.0,81.0,70.0,26.0,3.0,54.0,58.0,50.0,50.0,50.0,46.0,97.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,10.0,1.0,4.0,93.0,7.0,3.0,4.0,9.0,7.0,37.0,41.0,10.0,17.0,15.0,18.0,13.0,7.0,1.0,19.0,51.0,28.0,21.0,0.0,41.0,3.0,1.0,0.0,0.0,35.0,37.0,14.0,51.0,2.0,14.0,33.0,18.0,51.0,7.0,6.0,13.0,9.0,10.0,19.0,2.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,971.0,60.0,69.0,51.0,21.0,19.0,45.0,53.0,37.0,69.0,31.0,55.0,95.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,70.0,11.0,1.0,4.0,74.0,26.0,47.0,2.0,13.0,12.0,26.0,24.0,15.0,16.0,13.0,7.0,6.0,5.0,1.0,37.0,61.0,25.0,14.0,0.0,21.0,52.0,9.0,0.0,0.0,23.0,18.0,16.0,61.0,7.0,16.0,32.0,29.0,61.0,8.0,3.0,11.0,3.0,3.0,6.0,7.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,986.0,62.0,71.0,53.0,22.0,26.0,57.0,61.0,52.0,41.0,59.0,43.0,92.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,11.0,1.0,3.0,93.0,7.0,1.0,3.0,13.0,4.0,31.0,37.0,11.0,19.0,14.0,13.0,8.0,3.0,1.0,31.0,59.0,25.0,16.0,0.0,48.0,1.0,0.0,1.0,0.0,26.0,23.0,12.0,52.0,10.0,12.0,29.0,23.0,52.0,8.0,4.0,12.0,5.0,8.0,13.0,10.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,1095.0,79.0,83.0,75.0,24.0,1.0,53.0,55.0,52.0,52.0,48.0,47.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,17.0,1.0,4.0,93.0,7.0,3.0,3.0,11.0,8.0,41.0,43.0,8.0,16.0,16.0,20.0,14.0,8.0,1.0,16.0,49.0,27.0,23.0,0.0,45.0,3.0,1.0,0.0,0.0,44.0,41.0,11.0,52.0,13.0,11.0,27.0,24.0,52.0,9.0,4.0,13.0,5.0,7.0,12.0,13.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,861.0,59.0,69.0,48.0,22.0,0.0,40.0,52.0,26.0,65.0,35.0,60.0,91.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,4.0,82.0,18.0,32.0,1.0,18.0,8.0,16.0,44.0,13.0,20.0,18.0,9.0,5.0,5.0,0.0,30.0,60.0,24.0,16.0,0.0,13.0,51.0,3.0,0.0,0.0,22.0,39.0,19.0,57.0,2.0,19.0,38.0,19.0,57.0,7.0,10.0,17.0,3.0,3.0,6.0,2.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,1012.0,76.0,81.0,72.0,21.0,6.0,45.0,54.0,36.0,46.0,54.0,55.0,97.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,53.0,24.0,1.0,4.0,94.0,6.0,6.0,4.0,12.0,11.0,43.0,44.0,9.0,17.0,15.0,20.0,13.0,6.0,1.0,19.0,51.0,28.0,21.0,0.0,48.0,3.0,1.0,0.0,0.0,35.0,37.0,11.0,52.0,13.0,11.0,28.0,25.0,52.0,9.0,4.0,12.0,4.0,7.0,12.0,13.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,819.0,72.0,79.0,63.0,18.0,58.0,67.0,73.0,59.0,83.0,17.0,33.0,77.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,40.0,24.0,1.0,6.0,100.0,0.0,0.0,6.0,14.0,2.0,29.0,37.0,12.0,18.0,15.0,15.0,10.0,7.0,1.0,22.0,50.0,32.0,18.0,0.0,40.0,0.0,0.0,1.0,0.0,30.0,31.0,12.0,53.0,13.0,12.0,29.0,24.0,53.0,8.0,3.0,12.0,4.0,7.0,12.0,13.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,942.0,70.0,77.0,63.0,28.0,4.0,61.0,66.0,57.0,72.0,28.0,39.0,95.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,48.0,21.0,1.0,4.0,89.0,11.0,1.0,4.0,12.0,4.0,35.0,42.0,12.0,19.0,15.0,14.0,9.0,6.0,1.0,25.0,56.0,28.0,17.0,0.0,47.0,1.0,0.0,0.0,0.0,30.0,35.0,11.0,52.0,12.0,11.0,28.0,24.0,52.0,8.0,4.0,12.0,5.0,8.0,13.0,12.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,1007.0,72.0,79.0,66.0,29.0,1.0,57.0,60.0,55.0,50.0,50.0,43.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,13.0,1.0,4.0,93.0,7.0,2.0,3.0,12.0,6.0,34.0,37.0,10.0,16.0,13.0,18.0,13.0,6.0,1.0,22.0,52.0,28.0,19.0,0.0,45.0,0.0,0.0,0.0,0.0,39.0,38.0,13.0,52.0,10.0,13.0,29.0,23.0,52.0,7.0,4.0,11.0,5.0,8.0,13.0,10.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,915.0,75.0,81.0,69.0,27.0,1.0,53.0,61.0,44.0,72.0,28.0,47.0,97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,29.0,2.0,6.0,74.0,26.0,1.0,6.0,19.0,2.0,35.0,43.0,9.0,15.0,15.0,19.0,13.0,11.0,1.0,18.0,52.0,30.0,18.0,0.0,44.0,0.0,1.0,0.0,0.0,33.0,41.0,9.0,49.0,14.0,9.0,24.0,25.0,49.0,9.0,6.0,15.0,5.0,8.0,13.0,14.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,918.0,68.0,74.0,62.0,30.0,2.0,53.0,61.0,44.0,69.0,31.0,47.0,90.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,48.0,15.0,1.0,4.0,89.0,11.0,9.0,4.0,14.0,9.0,31.0,39.0,11.0,20.0,15.0,13.0,8.0,5.0,1.0,28.0,59.0,26.0,16.0,0.0,39.0,5.0,1.0,1.0,1.0,31.0,39.0,13.0,52.0,8.0,13.0,29.0,22.0,52.0,7.0,5.0,11.0,6.0,9.0,15.0,8.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,880.0,74.0,79.0,68.0,28.0,4.0,51.0,62.0,40.0,73.0,27.0,49.0,95.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,49.0,22.0,2.0,6.0,79.0,21.0,5.0,6.0,16.0,10.0,39.0,44.0,10.0,17.0,16.0,18.0,11.0,7.0,2.0,20.0,55.0,29.0,16.0,0.0,43.0,2.0,1.0,1.0,0.0,37.0,43.0,9.0,50.0,13.0,9.0,25.0,25.0,50.0,10.0,5.0,15.0,5.0,8.0,13.0,13.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,976.0,77.0,81.0,72.0,22.0,2.0,41.0,54.0,29.0,62.0,38.0,59.0,92.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,52.0,21.0,1.0,4.0,90.0,10.0,20.0,4.0,10.0,18.0,43.0,44.0,10.0,17.0,16.0,21.0,12.0,6.0,1.0,17.0,52.0,27.0,20.0,0.0,46.0,6.0,1.0,0.0,0.0,32.0,43.0,11.0,52.0,12.0,11.0,27.0,24.0,52.0,9.0,4.0,13.0,5.0,8.0,12.0,12.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,919.0,53.0,65.0,41.0,13.0,10.0,37.0,47.0,26.0,52.0,48.0,63.0,46.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,6.0,0.0,2.0,92.0,8.0,0.0,1.0,18.0,1.0,14.0,35.0,11.0,12.0,15.0,12.0,8.0,3.0,0.0,40.0,64.0,23.0,13.0,0.0,49.0,0.0,2.0,3.0,1.0,17.0,20.0,22.0,51.0,2.0,22.0,42.0,9.0,51.0,7.0,9.0,16.0,7.0,2.0,8.0,2.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,880.0,74.0,79.0,69.0,25.0,5.0,33.0,51.0,13.0,81.0,19.0,67.0,84.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,59.0,39.0,4.0,9.0,51.0,49.0,14.0,9.0,15.0,23.0,48.0,48.0,9.0,13.0,18.0,18.0,11.0,10.0,2.0,19.0,53.0,28.0,18.0,0.0,34.0,23.0,1.0,0.0,0.0,32.0,46.0,11.0,43.0,11.0,11.0,23.0,19.0,43.0,8.0,11.0,19.0,8.0,8.0,16.0,11.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,810.0,61.0,72.0,48.0,0.0,87.0,37.0,51.0,19.0,56.0,44.0,63.0,7.0,77.0,0.0,1.0,14.0,0.0,0.0,0.0,33.0,7.0,0.0,2.0,84.0,16.0,1.0,4.0,23.0,1.0,17.0,22.0,10.0,16.0,17.0,14.0,8.0,3.0,0.0,32.0,62.0,25.0,12.0,0.0,22.0,7.0,0.0,1.0,5.0,37.0,25.0,18.0,53.0,3.0,18.0,41.0,13.0,53.0,6.0,8.0,14.0,9.0,1.0,10.0,3.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,890.0,63.0,70.0,55.0,23.0,9.0,33.0,50.0,13.0,71.0,29.0,67.0,88.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,51.0,15.0,1.0,3.0,84.0,16.0,8.0,2.0,12.0,11.0,31.0,41.0,11.0,14.0,18.0,15.0,8.0,4.0,1.0,30.0,58.0,26.0,16.0,0.0,28.0,14.0,4.0,4.0,0.0,12.0,22.0,15.0,55.0,3.0,15.0,36.0,19.0,55.0,6.0,7.0,13.0,8.0,6.0,14.0,3.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,912.0,52.0,61.0,43.0,0.0,4.0,34.0,47.0,19.0,52.0,48.0,66.0,2.0,95.0,0.0,2.0,0.0,0.0,0.0,0.0,44.0,10.0,1.0,3.0,87.0,13.0,3.0,4.0,31.0,3.0,27.0,39.0,7.0,11.0,15.0,13.0,8.0,6.0,1.0,38.0,61.0,24.0,14.0,0.0,34.0,8.0,0.0,0.0,5.0,32.0,36.0,20.0,51.0,3.0,20.0,40.0,11.0,51.0,7.0,9.0,16.0,8.0,2.0,10.0,3.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,893.0,55.0,65.0,44.0,0.0,37.0,34.0,47.0,19.0,45.0,55.0,66.0,7.0,90.0,0.0,2.0,0.0,0.0,0.0,0.0,43.0,9.0,0.0,2.0,90.0,10.0,1.0,1.0,25.0,2.0,11.0,25.0,12.0,16.0,15.0,10.0,7.0,3.0,0.0,36.0,64.0,23.0,13.0,0.0,30.0,3.0,12.0,8.0,1.0,11.0,13.0,19.0,55.0,2.0,19.0,43.0,12.0,55.0,6.0,8.0,14.0,9.0,1.0,11.0,2.0
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,900.0,61.0,66.0,54.0,0.0,1.0,33.0,51.0,13.0,81.0,19.0,67.0,3.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,53.0,6.0,13.0,2.0,98.0,17.0,13.0,49.0,15.0,58.0,60.0,7.0,14.0,15.0,15.0,11.0,10.0,3.0,26.0,56.0,28.0,15.0,0.0,63.0,1.0,0.0,0.0,0.0,63.0,63.0,8.0,35.0,14.0,8.0,14.0,22.0,35.0,10.0,12.0,23.0,8.0,12.0,20.0,14.0
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,870.0,58.0,67.0,48.0,25.0,10.0,44.0,55.0,31.0,63.0,37.0,56.0,88.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,11.0,1.0,3.0,81.0,19.0,2.0,2.0,16.0,5.0,20.0,35.0,11.0,15.0,16.0,10.0,6.0,3.0,1.0,37.0,61.0,25.0,13.0,0.0,26.0,3.0,5.0,12.0,1.0,10.0,12.0,17.0,52.0,3.0,17.0,38.0,13.0,52.0,7.0,8.0,15.0,10.0,3.0,13.0,3.0
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,922.0,62.0,71.0,52.0,15.0,12.0,33.0,47.0,18.0,55.0,45.0,67.0,79.0,12.0,1.0,0.0,0.0,0.0,8.0,0.0,54.0,13.0,2.0,7.0,49.0,51.0,49.0,4.0,10.0,21.0,35.0,47.0,12.0,17.0,17.0,11.0,8.0,6.0,1.0,29.0,61.0,25.0,14.0,0.0,20.0,27.0,25.0,0.0,3.0,26.0,29.0,15.0,58.0,6.0,15.0,35.0,23.0,58.0,10.0,2.0,12.0,3.0,5.0,9.0,6.0
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,953.0,49.0,57.0,41.0,33.0,4.0,38.0,47.0,29.0,49.0,51.0,62.0,87.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,2.0,0.0,4.0,93.0,7.0,42.0,1.0,20.0,7.0,8.0,38.0,19.0,15.0,10.0,6.0,3.0,2.0,0.0,44.0,66.0,21.0,12.0,0.0,3.0,40.0,37.0,0.0,1.0,8.0,14.0,28.0,62.0,1.0,28.0,44.0,18.0,62.0,7.0,0.0,7.0,0.0,1.0,1.0,1.0
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,925.0,53.0,63.0,42.0,13.0,12.0,37.0,50.0,23.0,54.0,46.0,63.0,78.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,8.0,1.0,4.0,80.0,20.0,54.0,1.0,10.0,10.0,20.0,39.0,14.0,18.0,13.0,6.0,4.0,3.0,0.0,42.0,63.0,23.0,14.0,0.0,3.0,44.0,31.0,0.0,1.0,13.0,16.0,26.0,61.0,3.0,26.0,41.0,20.0,61.0,7.0,1.0,7.0,1.0,2.0,3.0,3.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,909.0,64.0,72.0,55.0,16.0,9.0,31.0,47.0,15.0,65.0,35.0,69.0,80.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,64.0,13.0,2.0,7.0,39.0,61.0,43.0,3.0,7.0,20.0,44.0,49.0,12.0,20.0,18.0,12.0,7.0,4.0,1.0,26.0,61.0,24.0,13.0,2.0,30.0,23.0,18.0,0.0,1.0,30.0,34.0,13.0,57.0,7.0,13.0,33.0,24.0,57.0,10.0,3.0,12.0,4.0,6.0,9.0,7.0
