State,District,Latitude,Longitude,District code,Population,Sex_ratio,Literacy_rate,Male_Literacy_rate,Female_Literacy_rate,SC_ratio,ST_ratio,Worker_ratio,Male_Worker_ratio,Female_Worker_ratio,Main_Worker_ratio,Marginal_Worker_ratio,Non_Worker_ratio,Hindu_ratio,Muslim_ratio,Christian_ratio,Sikh_ratio,Buddhist_ratio,Jain_ratio,Other_religion_ratio,Religion_not_stated_ratio,Households_with_electricity_ratio,Households_with_LPG_ratio,Households_with_internet_ratio,Households_with_computer_ratio,Rural_household_ratio,Urban_household_ratio,Households_with_bicycle_ratio,Households_with_car_ratio,Households_with_radio_ratio,Households_with_scooter_ratio,Households_with_tv_ratio,Households_with_phone_ratio,Below_primary_ratio,Primary_ratio,Middle_ratio,Secondary_ratio,Higher_ratio,Graduate_ratio,Other_education_ratio,Illiteracy_rate,Age_0_29_ratio,Age_30_49_ratio,Age_50_ratio,Age_not_stated_ratio,Tapwater_ratio,Handpump_ratio,Wellwater_ratio,Springwater_ratio,Riverwater_ratio,Households_with_latrine_ratio,Households_with_bathing_facility_ratio,Low_income_ratio,Middle_income_ratio,High_income_ratio,Power_Parity_Less_than_Rs_45000_ratio,Power_Parity_Rs_45000_90000_ratio,Power_Parity_Rs_90000_150000_ratio,Power_Parity_Rs_45000_150000_ratio,Power_Parity_Rs_150000_240000_ratio,Power_Parity_Rs_240000_330000_ratio,Power_Parity_Rs_150000_330000_ratio,Power_Parity_Rs_330000_425000_ratio,Power_Parity_Rs_425000_545000_ratio,Power_Parity_Rs_330000_545000_ratio,Power_Parity_Above_Rs_545000_ratio
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,877.0,52.0,62.0,41.0,19.0,13.0,44.0,52.0,35.0,76.0,24.0,56.0,96.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,8.0,0.0,4.0,85.0,15.0,29.0,1.0,10.0,11.0,16.0,34.0,17.0,14.0,8.0,6.0,4.0,3.0,0.0,48.0,64.0,23.0,13.0,0.0,9.0,49.0,23.0,0.0,0.0,12.0,26.0,22.0,66.0,3.0,22.0,41.0,25.0,66.0,2.0,2.0,4.0,2.0,3.0,5.0,3.0
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,957.0,53.0,61.0,45.0,12.0,28.0,41.0,49.0,32.0,60.0,40.0,59.0,96.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,3.0,0.0,4.0,91.0,9.0,33.0,1.0,19.0,7.0,10.0,30.0,16.0,15.0,11.0,7.0,5.0,3.0,0.0,42.0,64.0,23.0,13.0,0.0,3.0,57.0,23.0,0.0,1.0,6.0,10.0,16.0,64.0,4.0,16.0,33.0,31.0,64.0,7.0,3.0,10.0,2.0,3.0,5.0,4.0
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,901.0,52.0,60.0,42.0,25.0,5.0,45.0,53.0,37.0,72.0,28.0,55.0,96.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,6.0,0.0,3.0,84.0,16.0,40.0,1.0,13.0,9.0,16.0,37.0,15.0,14.0,10.0,6.0,4.0,3.0,0.0,48.0,62.0,24.0,14.0,0.0,5.0,42.0,31.0,0.0,0.0,8.0,25.0,21.0,67.0,2.0,21.0,40.0,27.0,67.0,3.0,2.0,5.0,2.0,3.0,5.0,2.0
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,955.0,62.0,72.0,53.0,26.0,2.0,45.0,56.0,34.0,76.0,24.0,55.0,86.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,25.0,2.0,6.0,61.0,39.0,33.0,2.0,9.0,22.0,37.0,51.0,16.0,15.0,10.0,9.0,7.0,6.0,1.0,36.0,58.0,26.0,16.0,0.0,26.0,42.0,8.0,0.0,0.0,34.0,53.0,16.0,62.0,6.0,16.0,34.0,28.0,62.0,4.0,4.0,8.0,3.0,5.0,9.0,6.0
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,950.0,55.0,64.0,46.0,9.0,47.0,45.0,53.0,36.0,48.0,52.0,55.0,96.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,8.0,0.0,4.0,82.0,18.0,39.0,1.0,16.0,9.0,13.0,23.0,16.0,16.0,13.0,7.0,5.0,3.0,0.0,40.0,63.0,25.0,13.0,0.0,11.0,41.0,31.0,0.0,1.0,12.0,14.0,18.0,66.0,3.0,18.0,36.0,30.0,66.0,6.0,2.0,8.0,2.0,3.0,4.0,3.0
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,896.0,59.0,67.0,51.0,20.0,5.0,38.0,52.0,22.0,72.0,28.0,62.0,88.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,11.0,1.0,3.0,78.0,22.0,19.0,2.0,8.0,15.0,26.0,40.0,18.0,16.0,9.0,8.0,5.0,5.0,1.0,39.0,63.0,23.0,14.0,0.0,13.0,56.0,10.0,0.0,0.0,20.0,51.0,21.0,65.0,3.0,21.0,40.0,25.0,65.0,2.0,3.0,5.0,2.0,4.0,6.0,3.0
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,946.0,78.0,81.0,74.0,20.0,6.0,42.0,56.0,28.0,90.0,10.0,58.0,61.0,20.0,0.0,0.0,18.0,1.0,0.0,0.0,62.0,21.0,1.0,5.0,61.0,39.0,25.0,2.0,10.0,14.0,35.0,39.0,13.0,18.0,15.0,16.0,11.0,6.0,1.0,19.0,55.0,27.0,18.0,0.0,46.0,24.0,6.0,0.0,0.0,36.0,68.0,7.0,49.0,0.0,7.0,27.0,22.0,49.0,6.0,9.0,16.0,11.0,17.0,28.0,0.0
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,951.0,78.0,82.0,74.0,18.0,14.0,43.0,57.0,28.0,86.0,14.0,57.0,71.0,15.0,0.0,0.0,13.0,0.0,0.0,0.0,66.0,23.0,1.0,5.0,65.0,35.0,27.0,2.0,7.0,16.0,39.0,38.0,12.0,17.0,16.0,19.0,12.0,7.0,1.0,17.0,53.0,27.0,19.0,0.0,63.0,10.0,6.0,0.0,0.0,44.0,71.0,6.0,51.0,0.0,6.0,27.0,24.0,51.0,6.0,9.0,15.0,11.0,17.0,28.0,0.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,926.0,58.0,66.0,49.0,24.0,0.0,33.0,45.0,20.0,57.0,43.0,67.0,90.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,7.0,90.0,10.0,41.0,1.0,22.0,7.0,10.0,49.0,21.0,18.0,12.0,10.0,5.0,3.0,0.0,30.0,64.0,22.0,13.0,0.0,3.0,73.0,3.0,0.0,0.0,18.0,35.0,26.0,62.0,1.0,26.0,42.0,20.0,62.0,8.0,1.0,8.0,1.0,1.0,2.0,1.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,923.0,68.0,74.0,60.0,15.0,4.0,43.0,53.0,31.0,92.0,8.0,57.0,69.0,21.0,0.0,0.0,8.0,1.0,0.0,0.0,60.0,25.0,2.0,7.0,56.0,44.0,20.0,3.0,10.0,24.0,41.0,54.0,11.0,20.0,12.0,16.0,9.0,7.0,1.0,24.0,60.0,25.0,15.0,0.0,47.0,11.0,14.0,0.0,0.0,37.0,63.0,6.0,49.0,6.0,6.0,24.0,25.0,49.0,6.0,8.0,14.0,11.0,14.0,25.0,6.0
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,982.0,75.0,81.0,69.0,17.0,7.0,50.0,57.0,42.0,69.0,31.0,50.0,84.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,64.0,16.0,1.0,4.0,80.0,20.0,51.0,1.0,6.0,15.0,33.0,37.0,10.0,16.0,18.0,17.0,13.0,6.0,1.0,20.0,52.0,28.0,19.0,1.0,29.0,28.0,15.0,0.0,0.0,47.0,58.0,8.0,59.0,5.0,8.0,33.0,26.0,59.0,5.0,7.0,11.0,9.0,7.0,17.0,5.0
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,916.0,66.0,73.0,59.0,14.0,1.0,49.0,54.0,43.0,92.0,8.0,51.0,84.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,58.0,12.0,1.0,4.0,81.0,19.0,17.0,2.0,8.0,13.0,29.0,50.0,12.0,17.0,11.0,13.0,8.0,5.0,0.0,33.0,57.0,24.0,19.0,0.0,33.0,27.0,15.0,0.0,0.0,20.0,54.0,9.0,57.0,0.0,9.0,36.0,21.0,57.0,6.0,8.0,14.0,10.0,10.0,19.0,0.0
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,934.0,73.0,78.0,67.0,18.0,5.0,47.0,55.0,39.0,91.0,9.0,53.0,71.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,58.0,14.0,1.0,3.0,79.0,21.0,17.0,1.0,6.0,12.0,31.0,40.0,12.0,18.0,16.0,16.0,9.0,4.0,1.0,24.0,57.0,25.0,18.0,0.0,41.0,15.0,16.0,0.0,0.0,27.0,62.0,9.0,55.0,0.0,9.0,35.0,21.0,55.0,6.0,9.0,15.0,10.0,11.0,21.0,0.0
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,961.0,72.0,78.0,65.0,16.0,18.0,48.0,58.0,38.0,76.0,24.0,52.0,81.0,4.0,0.0,0.0,13.0,0.0,1.0,0.0,61.0,25.0,1.0,5.0,66.0,34.0,36.0,2.0,6.0,17.0,34.0,37.0,11.0,15.0,16.0,16.0,11.0,6.0,1.0,24.0,53.0,29.0,18.0,0.0,31.0,29.0,14.0,0.0,0.0,34.0,60.0,6.0,52.0,1.0,6.0,26.0,26.0,52.0,6.0,8.0,14.0,11.0,17.0,28.0,1.0
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,946.0,63.0,69.0,57.0,6.0,32.0,46.0,54.0,37.0,88.0,12.0,54.0,89.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,60.0,24.0,1.0,5.0,72.0,28.0,20.0,2.0,10.0,14.0,33.0,40.0,10.0,16.0,11.0,15.0,9.0,6.0,1.0,33.0,57.0,25.0,17.0,1.0,65.0,6.0,4.0,0.0,0.0,24.0,61.0,8.0,54.0,0.0,8.0,32.0,22.0,54.0,6.0,9.0,14.0,10.0,13.0,24.0,0.0
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,999.0,76.0,82.0,70.0,13.0,16.0,50.0,58.0,43.0,65.0,35.0,50.0,87.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,62.0,10.0,1.0,4.0,83.0,17.0,52.0,1.0,8.0,13.0,27.0,32.0,11.0,18.0,18.0,17.0,12.0,4.0,1.0,19.0,53.0,28.0,18.0,0.0,13.0,34.0,20.0,0.0,0.0,39.0,45.0,9.0,61.0,4.0,9.0,37.0,24.0,61.0,5.0,7.0,12.0,10.0,5.0,15.0,4.0
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,942.0,67.0,74.0,60.0,16.0,10.0,48.0,55.0,42.0,90.0,10.0,52.0,73.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,56.0,10.0,0.0,3.0,85.0,15.0,17.0,1.0,10.0,10.0,26.0,47.0,15.0,23.0,11.0,12.0,6.0,3.0,1.0,29.0,59.0,24.0,17.0,0.0,29.0,33.0,15.0,0.0,0.0,26.0,63.0,10.0,57.0,0.0,10.0,36.0,21.0,57.0,6.0,8.0,14.0,9.0,10.0,19.0,0.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,925.0,68.0,74.0,62.0,9.0,14.0,44.0,54.0,33.0,88.0,12.0,56.0,82.0,13.0,0.0,0.0,3.0,1.0,0.0,0.0,62.0,30.0,1.0,5.0,68.0,32.0,20.0,2.0,8.0,15.0,37.0,39.0,12.0,18.0,13.0,16.0,9.0,6.0,1.0,25.0,56.0,26.0,18.0,1.0,68.0,4.0,3.0,0.0,0.0,27.0,65.0,8.0,52.0,1.0,8.0,30.0,22.0,52.0,6.0,9.0,14.0,11.0,14.0,25.0,1.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,937.0,61.0,69.0,52.0,14.0,2.0,48.0,54.0,41.0,91.0,9.0,52.0,77.0,14.0,1.0,0.0,8.0,0.0,0.0,0.0,57.0,12.0,1.0,3.0,80.0,20.0,17.0,2.0,9.0,15.0,31.0,51.0,14.0,22.0,12.0,12.0,6.0,3.0,1.0,29.0,59.0,23.0,17.0,1.0,32.0,22.0,20.0,0.0,0.0,28.0,60.0,8.0,57.0,0.0,8.0,33.0,25.0,57.0,5.0,8.0,13.0,10.0,12.0,22.0,0.0
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,957.0,73.0,79.0,67.0,13.0,1.0,44.0,57.0,31.0,89.0,11.0,56.0,87.0,7.0,0.0,0.0,1.0,4.0,0.0,0.0,65.0,29.0,2.0,6.0,68.0,32.0,33.0,4.0,22.0,24.0,43.0,51.0,9.0,17.0,13.0,19.0,11.0,9.0,1.0,21.0,51.0,28.0,21.0,0.0,59.0,5.0,3.0,0.0,0.0,52.0,65.0,6.0,52.0,6.0,6.0,27.0,25.0,52.0,5.0,8.0,13.0,10.0,12.0,22.0,6.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,928.0,67.0,73.0,61.0,20.0,2.0,43.0,53.0,32.0,92.0,8.0,57.0,82.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,65.0,16.0,1.0,5.0,73.0,27.0,19.0,2.0,6.0,14.0,33.0,52.0,11.0,18.0,13.0,16.0,10.0,6.0,1.0,25.0,57.0,24.0,18.0,0.0,47.0,23.0,8.0,0.0,0.0,30.0,65.0,8.0,54.0,0.0,8.0,32.0,22.0,54.0,6.0,9.0,14.0,10.0,13.0,24.0,0.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,951.0,79.0,82.0,76.0,19.0,9.0,40.0,56.0,24.0,89.0,11.0,60.0,75.0,8.0,1.0,0.0,14.0,1.0,0.0,0.0,70.0,46.0,4.0,10.0,33.0,67.0,44.0,5.0,21.0,33.0,56.0,55.0,8.0,15.0,19.0,18.0,13.0,11.0,2.0,14.0,53.0,29.0,18.0,0.0,58.0,8.0,6.0,0.0,0.0,58.0,70.0,3.0,40.0,17.0,3.0,15.0,25.0,40.0,8.0,8.0,16.0,11.0,13.0,24.0,17.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,943.0,65.0,73.0,57.0,19.0,8.0,44.0,53.0,35.0,88.0,12.0,56.0,74.0,14.0,0.0,0.0,11.0,0.0,0.0,0.0,59.0,14.0,1.0,5.0,72.0,28.0,13.0,2.0,11.0,10.0,26.0,47.0,13.0,22.0,11.0,13.0,8.0,5.0,1.0,28.0,60.0,24.0,16.0,0.0,38.0,27.0,11.0,0.0,0.0,26.0,62.0,8.0,53.0,1.0,8.0,32.0,21.0,53.0,6.0,9.0,14.0,10.0,13.0,23.0,1.0
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,978.0,55.0,61.0,48.0,3.0,69.0,48.0,53.0,43.0,84.0,16.0,52.0,92.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,13.0,1.0,4.0,82.0,18.0,10.0,2.0,6.0,10.0,21.0,25.0,10.0,13.0,7.0,10.0,7.0,4.0,1.0,48.0,61.0,24.0,15.0,0.0,45.0,23.0,4.0,3.0,2.0,23.0,52.0,11.0,57.0,0.0,11.0,39.0,18.0,57.0,6.0,9.0,14.0,8.0,9.0,18.0,0.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,934.0,71.0,76.0,66.0,9.0,26.0,45.0,55.0,34.0,91.0,9.0,55.0,86.0,11.0,0.0,0.0,2.0,1.0,0.0,0.0,54.0,32.0,3.0,8.0,54.0,46.0,24.0,5.0,11.0,24.0,38.0,48.0,10.0,18.0,15.0,15.0,9.0,7.0,2.0,26.0,59.0,26.0,16.0,0.0,45.0,6.0,17.0,0.0,0.0,33.0,60.0,6.0,48.0,6.0,6.0,24.0,24.0,48.0,6.0,8.0,14.0,11.0,14.0,26.0,6.0
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,924.0,69.0,75.0,62.0,16.0,2.0,47.0,55.0,38.0,91.0,9.0,53.0,87.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,54.0,11.0,1.0,4.0,83.0,17.0,21.0,2.0,8.0,12.0,26.0,45.0,11.0,18.0,12.0,16.0,9.0,6.0,1.0,27.0,55.0,24.0,21.0,0.0,44.0,24.0,7.0,0.0,0.0,22.0,61.0,9.0,58.0,1.0,9.0,36.0,22.0,58.0,5.0,8.0,13.0,10.0,8.0,18.0,1.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,947.0,63.0,71.0,55.0,13.0,2.0,45.0,53.0,36.0,92.0,8.0,55.0,72.0,17.0,0.0,0.0,10.0,0.0,0.0,0.0,64.0,14.0,1.0,5.0,69.0,31.0,19.0,2.0,12.0,12.0,32.0,53.0,13.0,22.0,11.0,13.0,6.0,4.0,1.0,30.0,59.0,24.0,17.0,0.0,35.0,36.0,11.0,0.0,1.0,24.0,63.0,7.0,50.0,0.0,7.0,29.0,21.0,50.0,6.0,9.0,16.0,11.0,16.0,27.0,0.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,915.0,76.0,80.0,72.0,13.0,4.0,43.0,57.0,28.0,93.0,7.0,57.0,86.0,7.0,1.0,0.0,4.0,1.0,0.0,0.0,60.0,44.0,7.0,15.0,36.0,64.0,23.0,8.0,21.0,31.0,48.0,56.0,7.0,15.0,17.0,17.0,11.0,13.0,2.0,17.0,55.0,28.0,17.0,0.0,52.0,6.0,5.0,0.0,0.0,48.0,59.0,3.0,37.0,20.0,3.0,14.0,23.0,37.0,10.0,7.0,18.0,10.0,12.0,22.0,20.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,991.0,64.0,72.0,55.0,15.0,34.0,46.0,57.0,35.0,70.0,30.0,54.0,95.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,71.0,7.0,1.0,3.0,84.0,16.0,54.0,1.0,7.0,12.0,23.0,23.0,17.0,18.0,14.0,9.0,6.0,4.0,1.0,31.0,56.0,27.0,17.0,0.0,17.0,60.0,7.0,0.0,1.0,17.0,12.0,21.0,66.0,3.0,21.0,38.0,28.0,66.0,5.0,2.0,7.0,1.0,2.0,3.0,3.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,959.0,74.0,79.0,68.0,5.0,12.0,41.0,56.0,25.0,80.0,20.0,59.0,85.0,9.0,1.0,0.0,5.0,0.0,0.0,0.0,57.0,34.0,4.0,10.0,61.0,39.0,14.0,5.0,9.0,16.0,39.0,47.0,10.0,17.0,14.0,19.0,9.0,9.0,1.0,21.0,54.0,28.0,18.0,0.0,46.0,7.0,6.0,0.0,0.0,39.0,57.0,5.0,52.0,10.0,5.0,21.0,31.0,52.0,8.0,6.0,14.0,8.0,11.0,20.0,10.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,1122.0,74.0,81.0,68.0,4.0,1.0,44.0,53.0,36.0,78.0,22.0,56.0,81.0,12.0,0.0,0.0,7.0,0.0,0.0,0.0,57.0,16.0,1.0,5.0,84.0,16.0,8.0,2.0,6.0,10.0,26.0,40.0,10.0,24.0,17.0,16.0,7.0,4.0,1.0,20.0,48.0,27.0,25.0,0.0,37.0,3.0,12.0,2.0,1.0,43.0,54.0,7.0,61.0,6.0,7.0,32.0,29.0,61.0,5.0,6.0,11.0,8.0,8.0,16.0,6.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,966.0,73.0,78.0,67.0,13.0,1.0,43.0,56.0,30.0,88.0,12.0,57.0,86.0,8.0,0.0,0.0,1.0,3.0,0.0,0.0,57.0,27.0,2.0,6.0,73.0,27.0,39.0,3.0,20.0,22.0,36.0,49.0,8.0,19.0,17.0,17.0,9.0,8.0,1.0,21.0,51.0,27.0,21.0,1.0,46.0,12.0,9.0,0.0,0.0,45.0,61.0,7.0,54.0,8.0,7.0,29.0,24.0,54.0,5.0,8.0,13.0,10.0,9.0,19.0,8.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,988.0,74.0,79.0,69.0,11.0,1.0,45.0,56.0,34.0,87.0,13.0,55.0,90.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,58.0,28.0,1.0,6.0,79.0,21.0,25.0,4.0,14.0,20.0,38.0,47.0,10.0,17.0,14.0,19.0,10.0,9.0,1.0,19.0,51.0,27.0,22.0,0.0,48.0,9.0,6.0,1.0,0.0,47.0,59.0,8.0,59.0,6.0,8.0,33.0,26.0,59.0,5.0,7.0,12.0,9.0,6.0,16.0,6.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,1036.0,78.0,83.0,74.0,7.0,1.0,41.0,55.0,27.0,65.0,35.0,59.0,92.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,57.0,12.0,1.0,5.0,87.0,13.0,12.0,3.0,5.0,11.0,29.0,39.0,10.0,20.0,16.0,21.0,11.0,6.0,0.0,15.0,45.0,29.0,26.0,0.0,18.0,2.0,29.0,1.0,0.0,46.0,53.0,6.0,61.0,5.0,6.0,29.0,32.0,61.0,7.0,5.0,12.0,7.0,9.0,16.0,5.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,938.0,67.0,74.0,60.0,15.0,2.0,44.0,54.0,33.0,93.0,7.0,56.0,88.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,52.0,21.0,1.0,5.0,67.0,33.0,36.0,2.0,14.0,20.0,33.0,50.0,10.0,20.0,14.0,16.0,8.0,6.0,1.0,25.0,56.0,25.0,19.0,0.0,42.0,17.0,12.0,0.0,1.0,31.0,60.0,7.0,52.0,0.0,7.0,28.0,23.0,52.0,6.0,9.0,15.0,11.0,15.0,27.0,0.0
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,886.0,74.0,78.0,70.0,7.0,14.0,41.0,57.0,22.0,87.0,13.0,59.0,79.0,12.0,3.0,0.0,4.0,2.0,0.0,0.0,62.0,45.0,7.0,15.0,20.0,80.0,11.0,5.0,16.0,14.0,48.0,56.0,8.0,16.0,17.0,19.0,11.0,10.0,1.0,18.0,56.0,29.0,14.0,0.0,54.0,6.0,5.0,0.0,0.0,45.0,61.0,3.0,38.0,16.0,3.0,14.0,24.0,38.0,7.0,9.0,16.0,12.0,15.0,27.0,16.0
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,946.0,78.0,83.0,74.0,15.0,11.0,47.0,59.0,34.0,87.0,13.0,53.0,81.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,68.0,29.0,1.0,4.0,69.0,31.0,33.0,2.0,10.0,18.0,44.0,43.0,11.0,15.0,16.0,18.0,13.0,8.0,1.0,17.0,51.0,28.0,21.0,0.0,49.0,14.0,11.0,0.0,0.0,44.0,67.0,7.0,55.0,4.0,7.0,29.0,26.0,55.0,5.0,8.0,13.0,10.0,12.0,22.0,4.0
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,930.0,73.0,79.0,66.0,19.0,7.0,48.0,55.0,40.0,88.0,12.0,52.0,72.0,12.0,0.0,0.0,15.0,1.0,0.0,0.0,59.0,11.0,1.0,3.0,83.0,17.0,20.0,1.0,7.0,11.0,29.0,38.0,14.0,20.0,13.0,14.0,10.0,4.0,1.0,24.0,57.0,25.0,18.0,0.0,32.0,16.0,26.0,0.0,0.0,26.0,64.0,10.0,57.0,0.0,10.0,37.0,20.0,57.0,6.0,9.0,15.0,9.0,10.0,19.0,0.0
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,952.0,73.0,79.0,67.0,12.0,19.0,49.0,57.0,40.0,88.0,12.0,51.0,81.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,56.0,17.0,1.0,4.0,79.0,21.0,21.0,2.0,7.0,12.0,31.0,35.0,14.0,20.0,13.0,14.0,9.0,4.0,1.0,25.0,56.0,26.0,17.0,0.0,35.0,20.0,20.0,0.0,0.0,25.0,64.0,9.0,56.0,1.0,9.0,34.0,22.0,56.0,6.0,8.0,14.0,10.0,10.0,20.0,1.0
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,999.0,66.0,74.0,58.0,9.0,1.0,46.0,53.0,40.0,70.0,30.0,54.0,74.0,8.0,2.0,0.0,0.0,0.0,16.0,0.0,61.0,20.0,1.0,6.0,62.0,38.0,45.0,4.0,48.0,10.0,41.0,50.0,7.0,15.0,21.0,13.0,8.0,8.0,1.0,28.0,57.0,26.0,16.0,0.0,35.0,1.0,0.0,1.0,4.0,74.0,29.0,34.0,45.0,0.0,34.0,20.0,25.0,45.0,4.0,6.0,10.0,7.0,4.0,11.0,0.0
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,933.0,63.0,68.0,56.0,0.0,89.0,53.0,57.0,48.0,71.0,29.0,47.0,7.0,2.0,90.0,0.0,0.0,0.0,0.0,0.0,55.0,4.0,1.0,5.0,89.0,11.0,23.0,3.0,37.0,10.0,24.0,36.0,11.0,18.0,20.0,12.0,8.0,5.0,0.0,25.0,60.0,27.0,13.0,0.0,16.0,7.0,6.0,16.0,25.0,68.0,34.0,10.0,76.0,0.0,10.0,59.0,18.0,76.0,9.0,2.0,11.0,2.0,1.0,2.0,0.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,975.0,71.0,75.0,68.0,0.0,93.0,45.0,51.0,38.0,73.0,27.0,55.0,4.0,1.0,93.0,0.0,0.0,0.0,1.0,0.0,52.0,23.0,1.0,8.0,92.0,8.0,22.0,3.0,28.0,11.0,30.0,42.0,11.0,23.0,22.0,13.0,8.0,5.0,0.0,19.0,62.0,25.0,14.0,0.0,28.0,5.0,9.0,10.0,12.0,72.0,50.0,13.0,79.0,0.0,13.0,74.0,5.0,79.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,937.0,55.0,60.0,50.0,0.0,87.0,49.0,50.0,47.0,79.0,21.0,51.0,9.0,0.0,89.0,0.0,1.0,0.0,0.0,1.0,57.0,6.0,1.0,5.0,95.0,5.0,17.0,2.0,40.0,4.0,24.0,34.0,9.0,15.0,17.0,12.0,8.0,5.0,0.0,35.0,66.0,23.0,11.0,0.0,46.0,4.0,7.0,11.0,9.0,75.0,41.0,8.0,81.0,0.0,8.0,61.0,20.0,81.0,9.0,3.0,12.0,0.0,0.0,0.0,0.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,943.0,60.0,65.0,55.0,0.0,96.0,50.0,51.0,49.0,79.0,21.0,50.0,2.0,0.0,96.0,0.0,0.0,0.0,1.0,0.0,41.0,4.0,0.0,5.0,85.0,15.0,3.0,2.0,27.0,3.0,19.0,21.0,8.0,19.0,18.0,12.0,8.0,5.0,0.0,30.0,64.0,24.0,12.0,0.0,33.0,0.0,7.0,20.0,8.0,62.0,36.0,57.0,43.0,0.0,57.0,32.0,11.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
